Timestamp,Rig_ID,Client_MAC,Longitude_X,Latitude_Y,RSSI,TxRate,RxRate
2025-12-06 23:56:30,Rig_1,AA:BB:CC:DD:EE:F1,67.50712664049642,51.907126640496415,,,
2025-12-06 23:56:56,Rig_2,AA:BB:CC:DD:EE:F2,67.48706266980938,51.917062669809376,,,
2025-12-06 23:57:06,Rig_3,AA:BB:CC:DD:EE:F3,67.50409495018171,51.89409495018171,,,
2025-12-06 23:57:15,Rig_4,AA:BB:CC:DD:EE:F4,67.48256872107764,51.89256872107764,,,
2025-12-06 23:57:22,Rig_5,AA:BB:CC:DD:EE:F5,67.4981723341128,51.8981723341128,,,
2025-12-06 23:57:35,Rig_1,AA:BB:CC:DD:EE:F1,67.51419875449199,51.91419875449197,,,
2025-12-06 23:58:01,Rig_2,AA:BB:CC:DD:EE:F2,67.48996972074616,51.919969720746174,,,
2025-12-06 23:58:11,Rig_3,AA:BB:CC:DD:EE:F3,67.50319124221683,51.89319124221682,,,
2025-12-06 23:58:20,Rig_4,AA:BB:CC:DD:EE:F4,67.47853469257593,51.88853469257593,,,
2025-12-06 23:58:27,Rig_5,AA:BB:CC:DD:EE:F5,67.49651891128114,51.89651891128115,,,
2025-12-06 23:58:40,Rig_1,AA:BB:CC:DD:EE:F1,67.51068669007707,51.910686690077064,,,
2025-12-06 23:59:06,Rig_2,AA:BB:CC:DD:EE:F2,67.49248005310851,51.922480053108515,,,
2025-12-06 23:59:16,Rig_3,AA:BB:CC:DD:EE:F3,67.50916103078427,51.89916103078428,,,
2025-12-06 23:59:25,Rig_4,AA:BB:CC:DD:EE:F4,67.48191823726971,51.89191823726971,,,
2025-12-06 23:59:32,Rig_5,AA:BB:CC:DD:EE:F5,67.50018240083712,51.900182400837124,,,
2025-12-06 23:59:45,Rig_1,AA:BB:CC:DD:EE:F1,67.50904793142806,51.90904793142805,,,
2025-12-07 00:00:11,Rig_2,AA:BB:CC:DD:EE:F2,67.48783015145756,51.91783015145756,,,
2025-12-07 00:00:21,Rig_3,AA:BB:CC:DD:EE:F3,67.50336868268094,51.893368682680936,,,
2025-12-07 00:00:30,Rig_4,AA:BB:CC:DD:EE:F4,67.48289131196162,51.89289131196161,,,
2025-12-07 00:00:37,Rig_5,AA:BB:CC:DD:EE:F5,67.49581644422797,51.89581644422797,,,
2025-12-07 00:00:50,Rig_1,AA:BB:CC:DD:EE:F1,67.51457079695093,51.91457079695092,,,
2025-12-07 00:01:16,Rig_2,AA:BB:CC:DD:EE:F2,67.49481073445473,51.924810734454745,,,
2025-12-07 00:01:26,Rig_3,AA:BB:CC:DD:EE:F3,67.50040603387912,51.89040603387912,,,
2025-12-07 00:01:35,Rig_4,AA:BB:CC:DD:EE:F4,67.48009422447326,51.89009422447326,,,
2025-12-07 00:01:42,Rig_5,AA:BB:CC:DD:EE:F5,67.50301454838551,51.9030145483855,,,
2025-12-07 00:01:55,Rig_1,AA:BB:CC:DD:EE:F1,67.5064501638666,51.906450163866594,,,
2025-12-07 00:02:21,Rig_2,AA:BB:CC:DD:EE:F2,67.49311940605436,51.923119406054376,,,
2025-12-07 00:02:31,Rig_3,AA:BB:CC:DD:EE:F3,67.50548453141953,51.89548453141953,,,
2025-12-07 00:02:40,Rig_4,AA:BB:CC:DD:EE:F4,67.4846820595697,51.894682059569696,,,
2025-12-07 00:02:47,Rig_5,AA:BB:CC:DD:EE:F5,67.49595861627131,51.895958616271315,,,
2025-12-07 00:03:00,Rig_1,AA:BB:CC:DD:EE:F1,67.51031867195947,51.91031867195946,,,
